sale_number,sale_link,lot_number,lot_link,artist_name,artwork_title,price_usd,low_estimate_usd,high_estimate_usd
L10383,https://www.christies.com/Post-War-and-Contemporary-25133.aspx?lid=1&dt=120320191200,53,https://www.christies.com/lotfinder/lot_details.aspx?intObjectID=5937903&l,ALEX ISRAEL,Untitled (Flats),152094,123528,185292
L10383,https://www.christies.com/Post-War-and-Contemporary-25133.aspx?lid=1&dt=120320191200,54,https://www.christies.com/lotfinder/lot_details.aspx?intObjectID=5937904&lid=1&From=salesummery,CHRISTOPHER WOOL,Untitled,652382,772050,1080870
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,1,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.1.html,FRANZ KLINE,UNTITLED,446500,90000,120000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,2,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.2.html,JOHN CHAMBERLAIN,UNTITLED,662500,200000,300000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,3,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.3.html,WILLEM DE KOONING,STUDY FOR LISBETH&#39S PAINTING,338500,350000,450000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,5,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.5.html,JOHN GRAHAM,AUREA MEDIVEITA,230500,150000,200000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,6,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.6.html,WILLEM DE KOONING,UNTITLED,578500,600000,800000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,7,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.7.html,WILLEM DE KOONING,BLACK AND WHITE ROME E,578500,400000,600000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,8,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.8.html,MICHAEL GOLDBERG,# 2 WHALE SQUARE,230500,150000,200000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,9,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.9.html,JOHN CHAMBERLAIN,NUTCRACKER,4786500,1200000,1800000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,10,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.10.html,JOSEPH CORNELL,UNTITLED (DOVECOTE),1426500,800000,1200000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,11,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.11.html,WILLEM DE KOONING,EVENT IN A BARN,4562500,5000000,7000000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,12,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.12.html,ARSHILE GORKY,STUDY FOR IMAGE IN XHORKOM,674500,80000,120000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,13,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.13.html,WILLEM DE KOONING,FOREST OF ZOGBAUM,2658500,2500000,3500000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,14,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.14.html,CESAR,COMPRESSION,86500,60000,80000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,15,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.15.html,FRANZ KLINE,HERALD,2322500,2500000,3500000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,16,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.16.html,WILLEM DE KOONING,WOMAN IN A LANDSCAPE,1082500,700000,900000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,17,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.17.html,FRANZ KLINE,UNTITLED,542500,400000,600000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,18,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.18.html,JOSEPH CORNELL,UNTITLED (SOAP BUBBLE SET VARIANT),NA,300000,400000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,19,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.19.html,CESAR,NU DE SAINT-DENIS 1,122500,50000,70000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,20,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.20.html,ALFRED LESLIE,QUARTET #1,350500,200000,300000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,21,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.21.html,WILLEM DE KOONING,UNTITLED (ROME SERIES),338500,300000,500000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,22,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.22.html,JOHN CHAMBERLAIN,UNTITLED,602500,200000,300000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,23,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.23.html,WILLEM DE KOONING,FIGURES IN A LANDSCAPE #2,1314500,1200000,1800000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,24,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.24.html,ALEXANDER CALDER,LITTLE CROSS,3330500,2000000,3000000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,25,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.25.html,WILLEM DE KOONING,UNTITLED,NA,500000,700000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,26,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.26.html,WAYNE THIEBAUD,FOUR PINBALL MACHINES (STUDY),3442500,700000,900000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,27,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.27.html,WAYNE THIEBAUD,CANDIES,2770500,500000,700000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,28,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.28.html,WAYNE THIEBAUD,DOWN PENN. ST.,338500,300000,400000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,29,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.29.html,WAYNE THIEBAUD,TIE PILE,2098500,1200000,1800000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,30,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.30.html,WAYNE THIEBAUD,PIES,4002500,2500000,3500000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,31,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.31.html,WAYNE THIEBAUD,DARK GLASSES,566500,200000,300000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,32,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.32.html,WAYNE THIEBAUD,"NUDE, BACK VIEW",1426500,1500000,2000000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,33,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.33.html,WAYNE THIEBAUD,CHERRY BOWL,302500,150000,200000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,34,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.34.html,WAYNE THIEBAUD,DIAGONAL RIDGE,902500,800000,1200000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,35,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.35.html,WAYNE THIEBAUD,SUCKER TREE,2098500,1000000,1500000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,36,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.36.html,WAYNE THIEBAUD,CIGAR IN ASHTRAY,1022500,350000,450000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,37,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.37.html,WAYNE THIEBAUD,TEN BOOKS,1538500,400000,600000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,38,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.38.html,WAYNE THIEBAUD,MAN READING,2658500,1000000,1500000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,39,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.39.html,WAYNE THIEBAUD,UNTITLED (HATS),602500,250000,350000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,40,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.40.html,WAYNE THIEBAUD,VARIOUS CAKES,2994500,1200000,1800000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,41,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.41.html,WAYNE THIEBAUD,INTERSECTION,290500,200000,300000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,42,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.42.html,WAYNE THIEBAUD,BROWN RIVER,482500,500000,700000
N08815,http://www.sothebys.com/en/auctions/2011/stone-i-and-ii-n08815.html?locale=en,43,https://www.sothebys.com/en/auctions/ecatalogue/2011/stone-i-and-ii-n08815/lot.43.html,WAYNE THIEBAUD,"NUDE SEATED, CLOSED EYES",NA,80000,120000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,101,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/matthew-wong-the-realm-of-appearances,MATTHEW WONG,THE REALM OF APPEARANCES,1820000,60000,80000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,102,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/lynette-yiadom-boayke-cloister,LYNETTE YIADOM-BOAKYE,CLOISTER,524000,300000,400000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,103,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/jean-michel-basquiat-untitled-head,JEAN-MICHEL BASQUIAT,UNTITLED (HEAD),15184900,9000000,12000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,104,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/andy-warhol-cross,ANDY WARHOL,CROSS,2660000,1800000,2500000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,105,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/francis-bacon-triptych-inspired-by-the-oresteia-of,FRANCIS BACON,TRIPTYCH INSPIRED BY THE ORESTEIA OF AESCHYLUS,84550000,60000000,80000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,106,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/donald-judd-untitled,DONALD JUDD,UNTITLED,9831600,4000000,6000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,107,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/roy-lichtenstein-white-brushstroke-i,ROY LICHTENSTEIN,WHITE BRUSHSTROKE I,25417000,20000000,30000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,108,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/arshile-gorky-untitled-virginia-landscape,ARSHILE GORKY,UNTITLED (VIRGINIA LANDSCAPE),956000,600000,1000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,109,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/clyfford-still-ph-144-1947-y-no-1,CLYFFORD STILL,PH-144 (1947-Y-NO.1),28739000,25000000,35000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,110,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/mark-rothko-green-blue-green,MARK ROTHKO,"GREEN, BLUE, GREEN",8350900,7000000,10000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,111,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/sam-francis-deep-blue-yellow-red,SAM FRANCIS,"DEEP BLUE, YELLOW, RED",8920400,5000000,7000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,112,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/helen-frankenthaler-tunis,HELEN FRANKENTHALER,TUNIS,2960000,1200000,1800000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,113,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/richard-diebenkorn-view-from-a-porch,RICHARD DIEBENKORN,VIEW FROM A PORCH,9034300,9000000,12000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,114,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/robert-motherwell-spanish-elegy,ROBERT MOTHERWELL,SPANISH ELEGY,680000,600000,800000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,115,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/vija-celmins-night-sky-7,VIJA CELMINS,NIGHT SKY #7,6585450,6000000,8000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,116,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/fang-betsi-ancestor-head-gabon,FANG-BETSI ARTIST,HEAD OF AN ANCESTOR,3520000,2500000,4000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,117,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/jean-michel-basquiat-untitled,JEAN-MICHEL BASQUIAT,UNTITLED,1580000,1500000,2000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,118,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/andy-warhol-knives,ANDY WARHOL,KNIVES,2180000,1800000,2500000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,119,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/jean-michel-basquiat-untitled-return-of-the,JEAN-MICHEL BASQUIAT,UNTITLED,2900000,2000000,3000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,120,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/david-park-two-heads,DAVID PARK,TWO HEADS,1040000,500000,700000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,121,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/henry-moore-reclining-connected-forms,HENRY MOORE,RECLINING CONNECTED FORMS,3560000,4000000,6000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,122,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/david-smith-deserted-garden-landscape,DAVID SMITH,DESERTED GARDEN LANDSCAPE,1700000,600000,800000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,123,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/sean-scully-if,SEAN SCULLY,IF,1280000,700000,900000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,124,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/anselm-kiefer-der-oelberg,ANSELM KIEFER,DER ÖLBERG,980000,800000,1200000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,125,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/richard-prince-untitled-cowboy,RICHARD PRINCE,UNTITLED (COWBOY),1280000,1000000,1500000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,126,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/yayoi-kusama-infinity-nets-g-e-r,YAYOI KUSAMA,INFINITY NETS (G.E.R),3620000,2000000,3000000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,127,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/takashi-murakami-flower-matango-a,TAKASHI MURAKAMI,FLOWER MATANGO (A),1400000,1200000,1800000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,128,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/willem-de-kooning-east-hampton-garden-party,WILLEM DE KOONING,EAST HAMPTON GARDEN PARTY,2180000,1800000,2500000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,129,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/nicolas-party-portrait,NICOLAS PARTY,PORTRAIT,650000,400000,600000
N10370,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction#,130,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction/willem-de-kooning-seated-man-clown,WILLEM DE KOONING,SEATED MAN (CLOWN),2420000,1000000,2000000
